Gene,TBI Acute vs AControl Log2 fold change,TBI Subacute vs SControl Log2 fold change,TBI Chronic vs CControl Log2 fold change,TBI  Acute Avg,TBI  Subacute Avg,TBI Chronic Avg,Acute pval,Subacute pval,Chronic pval
Eif5,0.222,0.245,0.188,460.2,261.6,408.4,0.7385717892947687,0.3484017789003353,0.44242521412958735
Atrx,-0.312,0.263,0.461,395.5,363.3,480.5,0.1779974052037589,0.11018217420132556,0.08520094705203941
Slco2b1,-0.006,0.322,0.155,300.8,317.7,288.2,0.44076214738130876,0.41918453159770697,0.26929560122561574
Lrrc58,0.147,0.352,0.112,165.4,166.0,160.2,0.6525767974120187,0.32653302675243695,0.6899664868282924
Cltc,0.079,0.156,0.221,674.3,471.9,618.6,0.5534912416051971,0.7623545759905765,0.08034108572697128
Rapgef2,-0.402,0.26,0.09,171.7,165.7,251.0,0.14679858391189912,0.46690086529769503,0.7344291337511013
Notch1,-0.107,0.266,0.118,214.3,201.8,266.8,0.3649532499015805,0.2833157168533257,0.49863270646822067
Slfn5,-0.229,0.265,0.263,190.1,211.4,231.4,0.23947944045265765,0.4549979846972624,0.07664528315532675
Polk,-0.591,0.126,0.34,191.2,224.8,406.5,0.06790332741101528,0.2880803339572766,0.038790262221117235
Lrrc8c,0.393,0.574,0.007,272.5,261.6,229.1,0.9715798310757142,0.1877027576594519,0.9760862116109077
Nebl,-0.672,-0.327,0.325,195.3,165.9,313.5,0.04520697886733436,0.40658179870373806,0.05305522764937232
Tpm3,0.401,0.103,0.086,264.8,187.1,239.2,0.9812660679449725,0.4559659487627076,0.6397077366209644
Robo4,-0.249,-0.178,0.187,336.6,280.1,305.7,0.21465579785436806,0.5188355934144414,0.17643113143944814
Tspan5,-0.443,-0.032,0.124,153.7,173.8,184.7,0.13072236975444898,0.8819265352811679,0.4040444773237304
Extl3,-0.488,0.242,0.295,183.1,252.6,289.3,0.09515422239325103,0.48886992975766336,0.0914962745755515
Apcdd1,-0.729,0.393,0.223,291.4,505.5,421.5,0.049415508666477224,0.1699349427166134,0.30835571159924385
Tspan13,-0.737,-0.294,0.252,262.9,327.0,486.9,0.03683315233396161,0.472639689317724,0.07698570162662147
mt-Nd2,-0.023,-0.522,-0.198,400.9,290.8,292.0,0.4272171499201082,0.11815512095398147,0.17581298285622565
Vim,0.777,0.799,0.036,1046.3,863.3,659.0,0.6014853598253436,0.0521107559587067,0.874981577742038
Shroom4,-0.308,0.231,0.252,251.5,269.6,318.8,0.19550483264990237,0.5457731718943201,0.17126781178688436
Tiam1,0.075,0.171,0.307,182.9,170.4,183.6,0.543329858278037,0.7166058296311002,0.15718440231905914
Slc1a1,-0.202,-0.351,0.117,229.8,172.8,269.9,0.25351344090696787,0.5338759086089315,0.3630626517057141
Pcp4l1,-0.529,-0.695,0.144,326.8,325.5,721.1,0.09612007035763263,0.020835838149930452,0.38722129971985647
Brd2,-0.024,0.274,-0.065,326.8,342.8,436.0,0.4206314834408553,0.370572339183685,0.849916344953535
Mllt4,-0.053,0.425,0.222,250.9,224.2,288.0,0.3912709728257267,0.30773792961859897,0.18753730699583526
Slc16a1,-0.916,0.332,0.236,753.7,1296.9,890.7,0.016574697675598455,0.4233212940182662,0.21428730627757814
Pglyrp1,0.039,-0.828,-0.014,306.3,220.8,182.5,0.4933890431093818,2.8187264990259153e-05,0.9311525195571095
Dazap2,-0.083,-0.03,0.204,432.9,405.2,533.8,0.35885878366332535,0.886850841935779,0.3569867166198147
Mpzl1,-0.518,-0.221,0.239,313.5,327.7,434.0,0.07772639892401777,0.5663723190441392,0.27955201510563776
S1pr1,-0.149,-0.15,0.12,579.6,428.4,759.5,0.3446628559500851,0.8024003305014751,0.2877957910398725
Rnf213,0.199,0.557,0.294,219.4,245.8,211.5,0.7263909079062483,0.25054675324212045,0.14140565707212857
Ifnar1,-0.453,0.211,0.22,283.4,310.2,349.9,0.09426129951136729,0.5697657600022488,0.24508621030577343
Nfic,-0.264,0.261,-0.036,45.2,68.8,69.4,0.2959602543194472,0.44341268753595603,0.8747545311667666
Smarca2,-0.277,0.642,0.178,187.2,276.4,259.4,0.19880056279906538,0.08931645287745629,0.46834203265082835
Csde1,0.164,-0.097,0.285,627.9,439.0,612.1,0.6624842023503719,0.6044823427838997,0.02305603281770724
Atp8a1,-0.58,0.177,0.245,156.3,163.8,239.8,0.061315484804280056,0.680825828756465,0.28915480458192544
Trip12,0.014,0.203,0.3,301.1,228.9,257.7,0.4676477662576514,0.5119792027165,0.050208645777216246
Actn4,-0.053,0.007,0.08,375.0,338.9,407.2,0.4116193349635775,0.9808478471851456,0.37646253526827306
Atf4,0.062,-0.372,-0.073,343.3,279.4,413.9,0.5251506528250283,0.23699374515067295,0.7672423190862188
Slc3a2,-0.115,-0.217,0.093,554.3,493.6,521.7,0.3357058609241995,0.4896887680192553,0.3664639648442089
Tgfbr2,-0.04,0.534,0.175,237.6,292.2,302.2,0.4438734213068751,0.22470633124756095,0.3299929963886609
Ubc,-0.565,-0.528,0.026,373.5,382.0,763.3,0.08449175891607598,0.24911519679861388,0.9369536892271326
Nsd1,-0.111,0.395,0.239,231.6,230.1,253.0,0.33898961616188694,0.29999684176499664,0.15034211250414709
Spag9,-0.15,0.224,0.308,379.8,275.3,395.2,0.3104557647138618,0.627025267539659,0.10737569791190135
Dync1h1,0.075,0.367,0.276,501.9,440.2,526.4,0.5757647042680578,0.42818359839140535,0.21961151135413665
Ebf1,-0.472,0.051,0.156,167.5,171.2,280.2,0.09706075849262452,0.8222282585613473,0.29722185566318715
Arl4a,-0.542,-0.307,0.13,520.3,466.0,697.5,0.07197796656558053,0.31478170505892095,0.02495779318413016
Atl3,0.046,0.241,0.306,220.1,199.7,218.8,0.5121853370712864,0.5711099747924315,0.12771152389069784
Rod1,0.452,0.315,0.446,424.8,243.9,315.3,0.9553875769942485,0.434891018052125,0.09613843591264126
Cav1,-0.617,0.175,0.201,331.4,456.6,567.4,0.06196171143619279,0.2193891204097042,0.06499248053999912
Tmem123,-0.192,0.075,0.376,330.5,323.0,395.1,0.2455557300431464,0.8142059583550741,0.08231867460288698
Sdpr,-0.831,-0.444,0.281,191.8,189.0,388.0,0.02577414474459945,0.2509173399217462,0.06416781180979413
Akap13,0.3,0.492,0.103,362.4,293.4,310.2,0.8464863396589266,0.33397083025329666,0.6799156774877402
Sh3glb1,-0.127,-0.074,0.268,353.5,308.5,362.8,0.30958379303607303,0.7437005855202427,0.020708587085335434
Pcnx,-0.094,0.542,0.144,160.1,147.3,172.4,0.37939656539925937,0.23230367833453971,0.48459334017592126
St3gal6,-0.476,-0.083,0.259,239.7,273.2,285.0,0.09821649716323382,0.5885554507902464,0.11958345038699869
Rasal2,-0.145,0.51,0.133,218.2,173.3,228.3,0.3222391159915833,0.3150231638688035,0.6699988172732063
Plxna2,0.05,0.205,-0.047,333.4,223.1,283.5,0.529613280494416,0.7160361649380578,0.8299353350717094
Ddx6,-0.178,0.187,0.189,160.6,157.0,195.8,0.2645344700825018,0.5276040705718675,0.38161904097101057
Prex2,-0.133,0.238,0.324,419.3,337.0,404.3,0.29825072024219224,0.6149657253801902,0.07785503569518944
Ncl,0.38,0.253,0.146,423.6,334.7,375.6,0.9526828894440895,0.15095346383885488,0.5387624457314616
Ralgapa1,-0.401,0.165,0.479,226.2,186.3,280.6,0.13801633521755405,0.7111127717170413,0.0709579631529962
Palmd,-0.139,0.147,0.189,413.2,460.4,435.9,0.3025236944041561,0.26879985472230966,0.06693147826386663
Srgap2,-0.588,0.354,0.237,149.1,211.6,239.1,0.06055944526576391,0.30010331607676943,0.16784909790539423
Tbx3,-0.543,-0.026,0.035,76.1,94.8,138.6,0.1245295588225214,0.9267769639366363,0.8906648732365244
Itm2b,-0.281,0.016,0.133,459.6,577.2,675.6,0.19534138165889242,0.9263871031162283,0.22663524846589964
Tmod3,0.236,0.01,0.191,536.3,359.1,449.3,0.7594616146934162,0.9723569533553036,0.10320114762397924
Cdkn1a,0.026,-0.421,-0.191,553.5,368.0,699.5,0.5145183749685001,0.12945591413691093,0.28317192966504795
Fryl,-0.04,0.797,0.278,191.3,256.2,252.6,0.4636573815574439,0.06723565050136626,0.22153929719259347
Sf3b1,-0.048,0.148,0.291,481.7,370.4,437.1,0.389221287789702,0.5406231677474067,0.04634423029284148
Mbnl1,0.163,0.175,0.385,369.6,242.0,335.9,0.6603381821028833,0.5683876929419749,0.0984534976301127
Crebbp,-0.078,0.692,0.049,148.5,201.1,182.3,0.42246342922748625,0.0953567018671451,0.8933178862178748
Usp34,0.032,0.192,0.373,251.9,167.6,243.7,0.4928926813312433,0.5477422501625266,0.06261663884442842
Fus,-0.343,-0.003,0.164,80.2,78.3,135.5,0.15949711915997886,0.9889244118607651,0.4320353415938572
Picalm,-0.096,0.141,0.311,390.2,317.7,340.0,0.33861424454298694,0.6593993536923833,0.07251059884460317
Prkar1a,0.36,-0.007,0.14,479.7,343.9,438.4,0.9266567335640451,0.9780207863910514,0.30681315545244087
1700020I14Rik,-0.068,0.057,0.432,407.8,329.1,379.9,0.36661638673645547,0.8643562697157279,0.07815428751112305
4931406P16Rik,-0.157,0.283,0.162,208.8,187.6,224.8,0.2830476343310797,0.5327859931757291,0.1965186328541871
Trim25,-0.099,0.38,0.107,140.0,118.9,156.6,0.4464472839000211,0.3943299327885997,0.6822492064182264
Uhmk1,0.006,0.265,0.165,188.6,157.5,208.2,0.44544391930497607,0.6197380007603436,0.44313211341855857
Fmnl3,-0.294,-0.21,0.036,149.2,153.9,203.7,0.17747803510328916,0.17638077539439137,0.83782819501596
Klf3,-0.264,0.303,0.062,154.4,137.2,192.0,0.2707824982757932,0.5585314807609455,0.7725771527637921
Gcap14,0.001,0.042,0.276,308.5,265.6,335.7,0.43907492150895816,0.8233515810682603,0.20795837049614277
Ppp1cb,-0.167,-0.416,0.154,393.0,295.4,427.3,0.2764099149010655,0.23327063857791852,0.15942858408093075
Nav1,0.446,0.877,0.14,135.7,172.5,119.6,0.9627901728916552,0.048184374529789575,0.6195707552495978
Ocln,-0.434,-0.012,0.22,212.3,221.6,286.4,0.11216285121153179,0.9530667655402137,0.009978956985318949
Rere,-0.313,0.592,0.07,89.4,125.8,121.0,0.2475199977412715,0.07142281187049665,0.7971845437544298
Nhsl1,0.02,0.808,0.164,150.3,187.6,204.7,0.5049554431843157,0.08850573794232212,0.4569051361034885
Il6st,0.197,0.501,0.22,338.8,350.1,429.8,0.6996997813084722,0.11997831934760736,0.11316332837560608
Atp5b,0.488,-0.037,0.136,1252.1,907.2,964.3,0.9065243393193322,0.7462428844709575,0.3621297896545319
Fyco1,-0.495,0.632,-0.132,65.6,147.4,110.2,0.1445441646977072,0.1283575234147863,0.6810938013552562
Cdc42,0.174,-0.375,0.108,488.5,356.8,403.8,0.6669141441741735,0.11860115004427181,0.37622876219939205
Rtn3,-0.215,0.035,0.104,135.9,150.4,178.1,0.2605899073419672,0.90136256645303,0.5235142205899738
Nes,0.09,0.442,-0.034,159.2,236.9,222.9,0.6455770531174089,0.2298087379066271,0.9222251690863125
Lphn2,0.209,0.45,0.255,276.4,232.9,235.4,0.7158203233179274,0.32871223466430305,0.14259560352582412
Cd81,0.222,-0.291,0.067,522.0,376.3,456.7,0.7454903683402432,0.4699051452131145,0.7299973874823027
Hectd1,-0.041,0.561,0.285,251.9,210.1,246.7,0.4145376165130677,0.29048614907668274,0.1902768082616929
Rnf144b,-0.785,0.008,0.138,145.0,187.7,278.6,0.02870965323730589,0.9772910104293566,0.2975160769535357
Sp1,0.013,0.206,0.233,231.5,194.3,258.6,0.47289875505499485,0.5898788504705952,0.17719978817566392
Uaca,-0.157,0.254,0.094,258.3,265.7,357.8,0.32315458790507856,0.08184520593020495,0.756500950853698
Ctnna1,0.213,0.162,0.208,377.7,317.6,346.7,0.7241821266737969,0.5604385624119281,0.3601086146571395
Fnbp1l,-0.395,-0.022,0.37,262.6,210.2,276.0,0.13062400018258374,0.9270254060188494,0.004357012824694247
Ppapdc2,-0.098,-0.216,0.205,203.3,153.0,200.0,0.38292743044522876,0.6296548301427773,0.11519862026603499
Junb,-0.646,-0.537,-0.108,70.3,127.8,183.2,0.11945797139371166,0.4315586404484386,0.6802995951617117
Srsf3,0.022,-0.184,0.242,280.8,201.0,331.8,0.4685186057427677,0.057865090233004984,0.1311328087090438
Taok1,0.131,0.255,0.3,299.9,215.5,277.7,0.614081661888075,0.5082745829829299,0.150754232965132
Luzp1,0.033,0.107,0.044,297.8,229.1,303.7,0.485939146522908,0.7034902848945079,0.7680038305289212
Dip2b,-0.229,0.718,0.144,95.6,120.9,140.8,0.29207281116985645,0.1731141698744757,0.5580823254387082
Frmd4b,-0.479,0.042,0.142,179.9,214.8,273.5,0.08227279142062242,0.8797706962143045,0.15032260413820833
H2-D1,0.057,-0.696,0.101,341.2,370.9,455.5,0.5105632058046021,0.3109120575282332,0.474740987844569
2900026A02Rik,-0.055,0.504,0.308,184.2,191.3,222.0,0.39523108604192925,0.28243176156228944,0.1041713569586313
D730040F13Rik,-0.389,0.245,0.01,123.6,150.1,154.1,0.19634790993099802,0.5722783940107596,0.9727907673929913
Ccny,-0.257,-0.16,0.138,148.6,116.1,144.0,0.22751244115042815,0.7285071916958618,0.2923777843294341
Hipk3,-0.049,0.365,0.284,268.0,217.7,310.1,0.40406036020461716,0.4158315625391177,0.19807066909258136
Luc7l2,-0.26,0.311,0.273,101.3,92.0,126.0,0.19622558161146245,0.3280222113814149,0.07897129358402444
Srgn,-0.332,-0.23,0.057,372.0,371.4,463.8,0.15402183866550923,0.1546058533587168,0.6770260109663533
Ash1l,0.006,0.457,0.284,185.4,169.6,193.8,0.4535505389656392,0.1675168949934589,0.2434573949910403
Pcdh1,0.044,0.079,-0.02,387.0,348.2,346.7,0.5002880831116239,0.5025854683746417,0.8113820682858119
Zhx3,-0.367,0.247,0.191,186.0,180.8,230.8,0.17455590499709325,0.7147506293066843,0.3130014847591419
Midn,-0.021,-0.322,-0.198,176.3,150.4,268.5,0.4361974462260898,0.45068346679036986,0.49213890565902135
Maoa,-0.288,-0.146,0.255,444.2,438.0,522.7,0.2303510240138839,0.3874041535125363,0.1660031722883995
Ubr4,0.085,0.388,0.298,223.5,197.1,240.0,0.5636282577927978,0.3361109946394301,0.05390284519338562
Mfsd2a,-0.473,-0.339,-0.022,277.6,320.3,324.1,0.1405543272134307,0.2518046990584376,0.9168597676529842
Prrc2b,-0.055,0.548,0.157,130.2,159.9,162.8,0.4430735163069233,0.13339533686778243,0.5352969546847912
Cd200,0.835,0.305,0.302,283.2,170.5,148.1,0.5882705113807982,0.13276713488416786,0.029358063939139856
Fermt2,0.05,-0.167,0.144,530.2,379.2,494.6,0.5141124160449891,0.5685732977287526,0.18486066661734268
Sdcbp,0.598,0.037,0.132,780.9,412.9,436.6,0.785085514153385,0.9115893804768913,0.20795098475315002
Sf1,-0.12,0.173,0.128,82.9,82.6,114.7,0.3300305914311949,0.5141567685744087,0.43318367367054494
Stra6,0.643,-0.858,0.372,168.2,69.6,85.7,0.7658422240558768,0.10471932885736017,0.3002078960859286
Hnrnpa2b1,0.024,0.0,0.207,290.9,259.9,329.4,0.4702877211673768,0.9995052003045364,0.14924972838622547
Nr1d1,-0.389,-0.272,-0.028,403.5,324.1,588.1,0.15425930260631623,0.5488788762543836,0.9008406747846005
Gpd2,-0.488,0.043,0.242,200.8,234.7,316.3,0.09037854179601025,0.9155518965210456,0.11876952072432709
Dusp11,-0.104,0.049,0.219,182.8,154.7,174.0,0.32859505200941247,0.8692364584589823,0.25958477044399864
Setd5,0.183,0.621,0.307,259.2,224.9,224.0,0.6800561335379707,0.14763762187947968,0.12315495698068168
Fkbp1a,1.256,0.137,0.225,543.7,254.7,194.5,0.3517200526864122,0.6008070794128915,0.34625953980803775
Tnfrsf19,-0.672,0.118,0.209,171.8,250.8,302.4,0.05669863142697752,0.7509695644151787,0.2655456823292088
Per1,-0.401,-0.399,-0.172,203.5,185.4,302.3,0.26037211587260584,0.3445212372322464,0.33419725405678913
Tpm4,0.666,-0.105,0.117,843.0,446.9,442.2,0.7097085056369952,0.7586188176063913,0.2549713675032025
H2-K1,0.082,-0.652,0.284,226.5,270.7,316.7,0.5435396490410509,0.40354717997320216,0.06218187502693348
Ncor1,-0.073,0.391,0.236,212.0,201.1,250.5,0.36459077796167516,0.24027716059523005,0.1868952496587455
Rdx,-0.213,0.001,0.302,203.1,191.3,277.0,0.23294453635269097,0.9940702055693805,0.17699003288019033
Plekhh2,-1.29,-0.648,0.102,34.7,44.4,99.6,0.006705151132545858,0.19387544667165443,0.6000830100687627
Nucks1,0.225,-0.14,0.364,130.2,92.0,152.0,0.7381668607088077,0.6705555193726178,0.10603727901710229
Hook3,0.037,0.216,0.433,296.3,231.8,292.9,0.4912972224748775,0.5215855379622423,0.12114654105941125
Txnip,-0.184,-0.005,-0.009,208.1,113.0,301.8,0.2657885091716423,0.9931095841174933,0.9823281375874291
Elovl7,-0.64,-0.011,0.463,61.5,91.4,174.6,0.05560997138741154,0.9711542438187173,0.09196086320550237
Elk4,0.107,0.434,0.159,213.9,182.4,228.5,0.5821884508615176,0.3287123916141348,0.4589225999908688
Tubb5,0.273,-0.268,0.124,332.5,265.4,274.4,0.8097951561753861,0.22072946359103107,0.4430408481229014
Nfkbia,-0.474,-0.052,0.072,161.1,179.5,264.7,0.09638325375235948,0.4413804627714167,0.7702588654437152
Ucp2,-0.476,-0.393,0.077,427.5,349.8,411.6,0.09601167879293072,0.21750418480275757,0.6121675572016885
Slc19a3,-0.949,-0.225,0.306,133.6,165.0,243.4,0.01073980661102212,0.4542413541937933,0.07049146781715071
Cpt1a,-0.29,0.082,0.165,146.3,172.8,187.7,0.25103465111428863,0.7940240331004815,0.4363943416721048
Brd4,-0.078,0.688,-0.057,102.9,142.9,116.8,0.41103232624163183,0.016659495923801435,0.8556591928922302
Ywhab,0.126,-0.09,0.175,297.5,270.5,257.9,0.6031330697727655,0.4111742564037161,0.29060672487299727
Pabpc1,0.167,0.204,0.184,475.7,351.4,271.2,0.6889359400603546,0.6410291256127894,0.42798287232471993
Rbms1,0.042,0.18,0.192,197.9,172.5,191.7,0.4986619606066216,0.43054003552032183,0.17819471700567863
Gata2,-0.442,0.055,0.136,72.2,77.6,110.6,0.11117464313478266,0.8771082755790125,0.5615547836676451
Mib1,0.079,0.423,0.159,131.3,118.9,136.7,0.5534711501960676,0.3590257828319066,0.4092718925253443
Klf12,-0.626,0.105,0.246,78.4,93.4,132.3,0.05816264891009433,0.7145912234304397,0.21338398019218419
Arhgdia,0.15,0.05,0.137,284.5,281.1,304.2,0.6366356511148098,0.7446762175827928,0.3596982810770343
Cyth3,-0.23,0.022,-0.023,159.5,154.3,209.8,0.2809647625510938,0.9410269563632669,0.8838169616030773
Dock6,-0.35,0.318,0.147,139.1,192.3,193.4,0.18111753615722848,0.2045152195107405,0.3508298850815505
Ep300,-0.062,0.718,0.099,143.2,176.9,159.1,0.42841884437403177,0.12176141125021984,0.7490078219593707
Git2,-0.355,0.195,0.203,126.9,145.0,158.7,0.14156674542444891,0.44761581260317046,0.2286935714516407
Tmtc1,-0.645,0.494,-0.005,97.8,115.1,159.7,0.08830934860502905,0.3325140760503098,0.978160346970527
Flt4,0.368,0.23,0.223,194.7,132.6,142.9,0.9368346047451727,0.5295314851992305,0.1447787273049954
Gimap6,-0.123,-0.01,0.099,307.0,258.9,274.3,0.3146588349032181,0.9771080429956465,0.4413784423216648
Tgfbr3,-0.647,0.518,0.085,68.8,115.6,156.2,0.08206295834886547,0.2207815687760953,0.657391494199399
Pafah1b1,0.033,0.119,0.187,192.5,144.8,196.8,0.48565728395920527,0.7342283926696551,0.23134020425304147
Fat4,-0.158,0.707,0.05,148.8,198.8,208.6,0.38679474304396866,0.090961476669044,0.8277336022661341
Baz2b,-0.106,0.356,0.249,191.8,160.8,194.1,0.33257708324398044,0.3087332573477002,0.21208274865606502
Lnx2,-0.617,0.229,0.072,49.4,76.1,81.7,0.07916626730555859,0.5270349233676601,0.7110121427174545
Cnbp,0.142,-0.329,0.111,328.4,262.4,361.4,0.6229604814272438,0.07981175167759488,0.5124600380365458
Dock4,-0.047,0.368,0.38,139.5,112.7,136.6,0.3891748467359097,0.4784482191985568,0.015727269230044253
Kif1b,-0.163,0.508,0.154,164.0,181.1,212.1,0.3139647551790594,0.255590359638998,0.4675793316855988
Reck,-0.494,-0.167,0.104,76.8,87.8,189.4,0.09300888036859886,0.7197459350996583,0.47361676412950027
Col4a1,0.715,0.914,-0.028,859.6,729.7,281.5,0.682871728074103,0.04923019939014183,0.9224567459145582
B230120H23Rik,-0.231,0.088,0.147,236.3,237.4,284.8,0.22582546714041263,0.7291661308917039,0.4595143154428995
Fzd4,-0.265,-0.088,0.022,130.2,112.4,138.2,0.22151286868562634,0.8521418551340335,0.8929281792811623
Mgea5,-0.122,0.463,0.189,169.1,161.6,194.1,0.33639621186231367,0.11606405881651234,0.5248126641284965
Vwf,0.616,1.04,0.594,811.9,512.5,258.3,0.7716236493230069,0.03713898219334195,0.23767122047738684
She,-0.075,0.08,0.145,168.0,154.3,240.8,0.40015376121546653,0.8286549398880747,0.30338136173950037
Slc38a3,-0.384,-0.153,0.256,281.8,295.6,313.7,0.12976979435594538,0.500252316796471,0.37547833030811584
Mef2a,0.263,0.206,0.319,453.8,285.1,355.5,0.7965877367479106,0.6014715820128664,0.08366806877953611
Cnot6l,-0.389,0.201,0.405,188.4,187.1,228.6,0.12357950319628094,0.6225045567624332,0.014513411430788459
Osmr,0.379,0.294,0.238,393.2,268.1,266.4,0.953074270362499,0.21287179597914171,0.07005569436427381
Csnk1a1,0.085,-0.023,0.24,336.3,246.7,324.1,0.5518271156359819,0.9362695028573619,0.22803392984998488
Gatm,-0.591,-0.21,0.171,171.4,189.3,211.4,0.0702312700917313,0.5409854674865862,0.4357880268069253
Shank3,0.495,0.243,0.012,80.2,64.4,67.6,0.8985290299993164,0.49038344686518476,0.9543301756237004
Laptm4a,-0.195,-0.307,0.088,219.1,222.4,274.5,0.2423178349048146,0.01975508307119627,0.3510224130934256
Ppfibp1,0.277,0.168,0.257,442.0,266.5,335.0,0.8274101580099559,0.6803542824635802,0.11173002487182773
Gpr56,-0.059,0.289,0.073,133.0,128.1,215.0,0.43342474464494773,0.20577805783016784,0.6026602473456556
Eif1,-0.361,-0.413,-0.011,212.7,186.4,304.7,0.13916849960532152,0.01666600992997998,0.8616525204709315
Nfia,-0.281,0.359,0.087,137.1,185.6,178.5,0.2439328609719099,0.1873530673727278,0.706329000984474
Arid1a,-0.091,0.53,0.081,117.2,159.8,137.0,0.38543978415017816,0.24070815953091,0.736371514228834
Golim4,-0.852,0.161,0.21,189.2,244.2,446.4,0.020287572735742394,0.5606460490962724,0.6516840415340077
Synm,-0.051,0.862,0.132,87.0,121.4,95.2,0.45097874271205646,0.1263506150505203,0.6391290057318153
Dusp6,-0.241,-0.763,-0.334,215.6,237.3,241.7,0.22652001670810765,0.33678875938437725,0.30180155754200405
Map4k2,-0.534,0.196,0.17,110.2,122.4,140.7,0.09882783689997159,0.5005738086629516,0.36356308882113086
Wdr26,-0.083,0.426,0.124,168.2,157.7,150.3,0.3651725929894394,0.27090658149278796,0.5726812100143251
Ino80d,0.016,0.65,0.201,121.4,117.5,127.8,0.4681813430993664,0.0728989965125444,0.3615244432049165
Nckap1,0.161,0.116,0.318,426.6,281.3,320.7,0.6546164032832021,0.7573245969772547,0.05604887813018115
Bnip2,0.105,-0.099,0.206,218.0,177.8,213.1,0.575248353796608,0.488354077929218,0.10424126329671274
Prkd3,-0.171,0.008,0.199,210.5,155.4,207.2,0.28720081312224494,0.9845362988046892,0.14346893719655707
Canx,0.495,-0.048,0.308,493.1,307.4,317.7,0.8990874061844599,0.8147833157352522,0.10607074163111123
Adam10,0.177,0.352,0.386,272.2,235.8,232.1,0.6838930766345037,0.19425269711722276,0.025124690005648282
Tgoln1,0.198,0.256,0.28,347.2,250.6,336.8,0.70583280160093,0.5703411850380844,0.21495225504889234
